postcode,Number of individuals,"Taxable income or loss3 no.","Taxable income or loss3 $","Gross tax no.","Gross tax $","Medicare levy no.","Medicare levy $","Medicare levy surcharge no.","Medicare levy surcharge $","Net tax no.","Net tax $","HELP assessment debt no.","HELP assessment debt $","Salary or wages no.","Salary or wages $","Allowances earnings tips directors fees etc no.","Allowances earnings tips directors fees etc $","Employer lump sum payments amount A no.","Employer lump sum payments amount A $","Employment termination payments taxable component no.","Employment termination payments taxable component $","Australian government allowances and payments no.","Australian government allowances and payments $","Australian government pensions and allowances no.","Australian government pensions and allowances $","Australian annuities and superannuation income streams taxable component taxed element no.","Australian annuities and superannuation income streams taxable component taxed element $","Australian annuities and superannuation income streams taxable component untaxed element no.","Australian annuities and superannuation income streams taxable component untaxed element $","Gross interest no.","Gross interest $","Dividends unfranked no.","Dividends unfranked $","Dividends franked no.","Dividends franked $","Dividends franking credit no.","Dividends franking credit $","Total Income or Loss3 no.","Total Income or Loss3 $","Total work related car expenses no.","Total work related car expenses $","Work related travel expenses no.","Work related travel expenses $","Total work related uniform/clothing expenses no.","Total work related uniform/clothing expenses $","Total work related self education expenses no.","Total work related self education expenses $","Other work related expenses no.","Other work related expenses $","Low value pool deduction no.","Low value pool deduction $","Interest deductions no.","Interest deductions $","Dividend deductions no.","Dividend deductions $","Gifts or donations no.","Gifts or donations $","Cost of managing tax affairs no.","Cost of managing tax affairs $","Total deductions3 no.","Total deductions3 $","Total reportable fringe benefits amount no.","Total reportable fringe benefits amount $","Reportable employer superannuation contributions no.","Reportable employer superannuation contributions $","Net primary production distribution no.","Net primary production distribution $","Net non primary production distribution no.","Net non primary production distribution $","Share of franking credit from franked dividends no.","Share of franking credit from franked dividends $","Net PSI transferred no.","Net PSI transferred $","Deferred non-commercial business losses primary production deferred losses no.","Deferred non-commercial business losses primary production deferred losses $","Deferred non-commercial business losses non primary production deferred losses no.","Deferred non-commercial business losses non primary production deferred losses $","Capital gains net capital gain no.","Capital gains net capital gain $","Estimated tax on net capital gains no.","Estimated tax on net capital gains $","Capital gains total current year capital gains no.","Capital gains total current year capital gains $","Capital gains net capital losses carrier forward no.","Capital gains net capital losses carrier forward $","Foreign source income assessable foreign source income no.","Foreign source income assessable foreign source income $",Foreign source income other net foreign source income,Foreign source income other net foreign source income,"Foreign source income foreign income tax offset no.","Foreign source income foreign income tax offset $","Gross rent no.","Gross rent $","Rent interest deductions no.","Rent interest deductions $","Rent capital works deductions no.","Rent capital works deductions $","Rent other rental deductions no.","Rent other rental deductions $",Net rent - profit no.,Net rent - profit $,Net rent - loss no.,Net rent - loss $,"Net rent3 no.","Net rent3 $","Other income category 1 no.","Other income category 1 $","Other income category 2 no.","Other income category 2 $","Personal superannuation contributions no.","Personal superannuation contributions $","Other deductions no.","Other deductions $","Total business income3 no.","Total business income3 $","Total business expenses3 no.","Total business expenses3 $","Net income or loss from business no.","Net income or loss from business $","Estimated business net tax no.","Estimated business net tax $","Australian superannuation income stream tax offset no.","Australian superannuation income stream tax offset $","Net medical expenses over the threshold amount tax offset no.","Net medical expenses over the threshold amount tax offset $","Low income tax offset no.","Low income tax offset $","Mature age worker tax offset no.","Mature age worker tax offset $","Termination payment tax offset no.","Termination payment tax offset $"
7020,1216,1216,79172935,1216,16554022,1178,1147222,7,15717,1216,16857760,39,125096,1055,63671801,220,631491,19,211375,23,229136,51,182317,15,122479,44,352643,49,1548159,654,894856,99,44288,404,1904133,403,815742,1216,82453801,371,860904,102,153253,681,169054,65,94401,795,884379,38,23188,30,79217,24,129071,517,183130,631,164267,1104,3269001,119,2198773,219,1953697,13,-66391,175,4068231,80,467344,15,305944,1,11670,21,176076,54,1080117,54,251312,85,2613158,113,1718090,63,734135,62,167454,61,191568,215,3213517,168,1749377,73,155603,217,1543571,88,551252,129,-786286,217,-235034,61,76323,12,98716,26,325562,86,199185,129,16221308,125,11119084,130,5072358,111,1219545,62,130303,26,15667,753,243847,97,43046,44,158586
7021,1131,1131,70466116,1131,14225610,1089,1013276,6,8435,1131,14612241,62,208234,981,56755889,177,519898,16,151605,9,181371,49,156512,32,183434,30,359962,40,1401246,602,897112,88,41388,327,2104838,327,902453,1131,73603286,363,745270,93,200578,664,157269,41,50679,732,750360,21,5740,34,77699,29,113175,529,226221,630,142865,1046,3137180,107,1943487,174,1598827,10,380066,165,5239668,81,574306,8,125192,1,2065,6,97580,50,533725,50,127129,68,1266097,115,1268997,69,104312,60,32941,58,4930,196,2645338,174,1504129,64,106515,198,1319919,60,448221,140,-733446,200,-285225,55,61184,10,3535,27,457626,92,201946,107,8773735,104,5397110,106,3282629,92,581709,51,125876,27,14683,749,242974,108,46356,24,111690
7022,358,358,19986030,358,3626474,344,287045,0,0,358,3693801,16,40839,309,16914882,56,83321,6,39249,7,32320,22,125984,10,78682,14,184774,18,656145,167,247585,24,56086,91,341493,92,146129,358,20835125,104,265547,31,23046,202,42826,18,27653,236,205374,5,700,7,45032,9,26083,168,53876,190,46021,330,845456,35,641060,41,265897,2,16557,34,312972,17,11067,3,128974,1,405,4,24016,14,216966,14,74110,23,504610,22,353037,18,131164,15,3433,15,632,53,726542,51,494791,17,32236,55,356689,15,43155,40,-200329,55,-157174,3,441,3,2976,5,75722,20,33298,43,2824432,43,1571635,44,1249316,35,210084,24,58933,10,11219,256,82157,45,18494,13,5777
7023,131,131,8060481,131,1607784,124,115613,2,3106,131,1655383,6,24068,113,6605720,13,22839,3,44032,2,3622,11,56786,3,14487,5,36777,5,125162,73,69112,15,16002,49,177789,49,76179,131,8380868,42,101527,14,10775,72,15141,3,9002,79,68960,8,2298,3,209,6,18716,51,18506,77,38980,119,320387,15,321138,25,244557,5,-10289,23,329997,6,24330,0,0,1,41523,0,0,5,16144,5,2288,11,166909,24,232219,4,225615,4,225615,2,141,24,522481,18,158751,10,16858,24,288081,15,103052,9,-44261,24,58791,10,4839,0,0,1,19600,6,16673,9,1494997,6,1032570,9,464974,6,134436,8,16036,1,728,92,31607,24,10980,3,1966
7024,267,267,16223110,267,3180702,257,235679,2,1726,267,3279668,7,18018,226,12494822,43,198324,4,27910,8,40419,10,37486,10,84405,15,113681,19,653769,128,158377,24,12736,80,154024,80,65956,267,16849555,81,119095,14,29930,146,33460,12,9911,171,172794,6,1506,6,305,3,1343,124,33939,135,43535,246,626445,21,388395,37,288379,1,-34217,41,1401796,16,262521,5,149008,1,13676,5,32808,16,420853,16,120371,20,1153370,25,606391,9,35549,9,35549,10,2662,51,873394,45,592333,17,22709,50,448619,15,70176,34,-260443,49,-190267,21,16956,1,967,7,119661,25,60966,28,3096688,32,2119027,33,949782,23,203246,24,47351,3,421,174,53336,28,11040,9,7642
7025,827,827,52189409,827,10712822,787,746863,8,13888,827,10850502,23,72195,694,40421149,151,539522,12,77468,13,110484,26,125794,22,166085,25,185736,40,1412443,481,742851,87,49952,289,1842571,288,789604,827,54168082,221,452207,67,166911,455,111124,35,35985,493,500567,25,17399,15,12792,29,99787,366,113809,445,145550,757,1977088,73,1169248,142,1175921,23,-316861,148,3921502,51,328828,11,340650,11,280680,6,72216,46,477942,43,117758,56,1482359,82,10492107,48,538060,38,180861,34,106474,151,2637768,127,1283204,55,115272,151,1157650,74,512850,79,-431208,153,81642,50,56260,6,47222,14,196837,55,98918,80,7511450,82,5451750,82,1892909,64,450141,55,125794,28,16639,548,178220,106,45119,25,81710
7026,362,362,18444032,362,3150846,343,262358,1,335,362,3226552,9,29718,316,16023401,74,175290,5,44038,4,59397,21,98437,7,39364,6,84644,6,178492,167,234322,21,16451,89,293764,89,125887,362,19297408,113,265014,23,38774,240,67148,18,13769,220,155217,6,1365,0,0,3,47693,133,23279,227,47643,339,850716,16,325853,31,296189,33,-40472,42,690753,12,40444,4,123088,9,500742,7,29653,7,169616,7,51326,14,416341,14,262321,13,75364,10,11516,10,1933,38,383029,27,167727,8,12893,36,265295,18,94431,20,-157317,38,-62886,19,18474,1,13,13,155363,19,29982,33,1802820,35,1274811,33,407455,21,77790,10,21973,6,4047,290,97946,41,18704,6,3840
7027,84,84,4083523,84,660010,78,57128,0,0,84,667939,2,6014,73,3664597,20,42687,5,53910,3,82437,6,37789,0,0,1,30866,2,83291,31,14137,4,183,10,3164,10,1353,84,4264727,26,81018,6,13619,60,15870,3,2412,49,40808,2,46,0,0,0,0,27,3363,48,9810,76,181204,3,36934,3,20574,7,-42057,9,251904,0,0,3,42554,4,80425,2,191,7,16585,6,3379,7,33172,2,19610,0,0,0,0,0,0,7,103529,7,75108,0,0,7,39729,4,6708,2,-18016,6,-11308,4,935,0,0,0,0,7,14258,9,328955,9,393569,9,-98916,5,5921,2,8777,1,1000,66,24188,11,4811,4,6846
7030,5683,5683,296268101,5683,51276568,5304,4145234,25,26969,5683,52438844,84,236185,5232,263736872,1310,2700823,119,753503,85,884739,472,2178244,160,1245210,69,528136,83,2267160,2207,2351123,244,85726,1192,3346493,1187,1433610,5683,308405999,1855,3821265,423,661023,4346,1181324,199,167929,3822,3227062,101,28007,66,456661,36,88716,2196,406299,3378,584307,5351,12108243,431,8608432,501,3184180,93,1812545,428,10238276,141,588243,56,1625328,19,495408,52,473244,123,1040560,121,214199,171,3150928,238,3590303,136,362608,122,114081,117,47384,461,5569510,385,3078767,189,372663,462,2771100,168,856975,299,-1509995,467,-653020,196,171481,30,197500,85,1022966,240,453479,354,29163879,361,19333450,365,9301189,280,1663756,97,172666,66,35547,4508,1506642,534,231574,164,486436
7050,4931,4931,298953706,4931,59117850,4703,4266582,32,30542,4931,60343228,275,910597,4323,250209735,830,2533190,78,1288265,85,1180812,262,1121171,157,1131608,103,905040,246,7688318,2888,4035807,363,238591,1282,7357586,1279,3152323,4931,310361724,1483,2755867,408,656556,2802,663044,270,389136,3093,3016329,104,32974,89,138188,92,252211,2423,1168579,2604,550034,4578,11390553,470,8859442,680,5814991,27,517536,559,12684832,230,768895,38,1046474,6,104494,62,541099,218,2612134,215,707545,323,5944701,431,7641137,273,1170010,216,326347,187,67012,625,8967179,521,4881242,276,543506,622,4123005,253,1639520,375,-2220094,628,-580574,215,372248,37,230520,82,1200140,301,538413,377,27353208,365,17922659,386,8897349,294,1798026,259,637745,142,118607,3391,1077782,437,185064,146,597367
7052,3090,3090,201464508,3090,42395554,2961,2892036,31,33085,3090,43088423,146,531187,2696,163210123,497,1505167,53,869199,47,1182837,156,608226,94,659812,88,759320,188,6115704,1828,2437823,295,359881,886,5177082,886,2218518,3090,209214731,913,1847183,288,409765,1616,379485,132,145694,1927,1918263,95,18916,74,134736,91,363331,1452,537040,1671,407966,2831,7699515,315,6069094,504,4270424,8,191659,494,10999174,225,820484,18,206962,1,50,23,128540,174,1283705,172,327080,246,3901629,292,3909333,226,1146623,198,108610,184,122258,426,6680128,362,3570583,192,506197,427,3121766,163,1100188,266,-1618606,429,-518418,177,165582,33,103889,65,1112808,211,380995,250,31595186,242,22525775,255,8978740,205,2275022,199,515550,103,69717,1998,642690,332,138250,80,490164
7053,1554,1554,119387205,1554,27943567,1491,1717877,19,19396,1554,27979246,74,276960,1267,86583001,208,1135846,26,938378,25,877145,62,303017,55,399998,45,383304,149,4895334,994,2138340,226,144611,575,3082220,571,1320951,1554,124152954,412,679299,188,253038,545,125817,81,169234,960,1031387,45,22635,41,21956,85,290851,831,812475,815,260570,1432,4757438,173,3286361,312,3066698,12,228884,299,8177606,144,870649,23,507852,2,106890,41,414438,110,1987770,109,583501,189,4967463,217,4379207,185,919750,155,246135,146,78953,284,4941004,215,2265496,119,246219,289,2455208,131,1057742,158,-1083661,289,-25919,105,297979,25,462595,44,841358,103,239166,181,19316915,174,11782381,188,7183853,139,2062235,157,409493,54,80291,855,271590,172,72774,44,565634
7054,3741,3741,230491798,3741,46134997,3602,3330770,35,38742,3741,47163304,155,495627,3266,190852967,716,2972560,62,655122,60,813035,153,616612,74,431569,68,696772,138,3978526,2071,2932857,277,155961,970,4609342,965,1974506,3741,239161036,1122,1982955,367,582186,2101,503997,177,215882,2389,2277586,100,38723,72,64761,75,173334,1604,695358,2037,453625,3407,8645618,345,6246267,537,4321772,30,187165,490,10360700,189,722325,26,448148,10,180805,47,351039,175,2827378,173,857960,237,9854801,293,5036805,194,1564893,169,336471,157,228652,516,6596490,409,3695010,206,446451,516,3242822,210,1119811,312,-1907604,522,-787793,227,656006,35,240557,68,1030858,239,611741,369,29785334,372,18467843,384,11042265,312,2335809,158,361877,101,67109,2525,795798,367,152416,96,473030
7055,182,182,9790093,182,1705991,174,141278,1,883,182,1777985,8,20842,172,8968170,30,47815,3,13946,1,11730,6,14284,4,16055,3,27852,3,70904,105,56405,8,1510,38,104523,37,44790,182,10146755,64,97028,15,29880,119,27221,7,5066,121,101379,2,81,2,1689,3,6086,96,25452,105,14383,172,356662,13,267794,17,134201,0,0,13,202605,3,414,0,0,0,0,2,4531,5,35668,5,6523,6,74302,12,102806,2,891,2,891,2,114,9,95056,8,63702,2,3752,9,35415,2,7510,7,-15323,9,-7813,6,32,2,58781,3,15200,12,33197,16,1184347,15,775789,16,411778,13,87388,5,7306,6,2014,138,43476,21,9022,1,969
7109,3145,3145,181791453,3144,35218012,2958,2568381,25,33339,3145,35627275,90,278242,2718,145176169,624,1225519,60,556388,60,999632,218,916480,89,646187,68,854243,107,3293357,1567,2716220,161,89282,622,3521651,622,1509043,3145,188818049,912,1837700,231,424746,1970,487860,143,212970,1808,1542169,84,27162,48,45729,29,125347,1079,466294,1765,376716,2871,6965194,236,4765825,297,2370422,146,1582908,349,10006794,100,759212,37,602459,39,828710,47,360849,114,2035497,112,595208,143,5938754,189,3349643,113,613924,90,129378,80,150838,354,4394190,277,2166546,140,305339,357,2064754,139,942539,218,-1084988,357,-142449,179,103619,13,191743,69,1060585,203,343893,316,30964105,316,21409599,335,9440083,251,2012479,119,269984,61,43115,2345,773759,337,140502,108,453692
7112,926,926,51209901,925,9474200,858,711291,9,10510,926,9434089,20,46467,783,40230382,171,352633,15,231356,17,229729,69,327548,35,299223,21,171580,29,893559,510,779779,56,52784,178,877701,176,375938,926,53296729,259,462906,81,130618,542,136885,41,49934,522,472789,32,9919,16,13924,13,24575,317,171346,496,202712,816,1994138,66,1309451,82,684208,28,366983,127,3190676,37,232355,13,138653,6,98272,18,268547,41,374579,40,71812,55,925831,58,844770,42,739083,33,182572,32,75410,127,1597219,89,690785,47,68161,124,710777,63,406226,64,-278730,127,127496,54,70770,6,11606,13,214469,39,81354,95,8779153,93,6301781,99,2393535,82,360158,35,71332,10,4189,706,236532,143,63871,29,164789
7113,371,371,19750370,371,3499148,349,277992,4,5857,371,3554954,16,48693,316,16148013,80,154854,5,59730,6,28478,29,151043,10,76437,10,203191,11,339067,172,293970,22,20875,68,420256,68,179993,371,20602164,96,188154,25,35273,215,50906,18,17364,207,159599,13,4044,2,151,3,109,110,49814,216,61406,339,839319,35,647846,30,313256,16,384549,32,596822,8,5230,7,126437,4,33441,2,7265,20,326013,19,57851,25,679983,29,517277,19,109482,13,8061,14,3311,52,601586,40,322402,24,44712,52,271926,20,82230,32,-119684,52,-37454,22,15625,5,7720,13,218737,26,52046,35,2766786,36,1882063,35,848562,32,109629,12,34721,8,4722,280,95793,46,19233,7,25051
7116,669,669,36099155,669,6502499,635,511078,7,14743,669,6642237,8,23318,585,30189796,152,190688,13,137430,10,47277,49,179474,10,74902,9,138816,12,457061,318,483677,35,28278,129,698875,128,299385,669,37676095,229,471254,57,85443,450,124505,18,17653,400,315361,15,6548,12,31718,12,147927,216,74711,392,97746,620,1560572,35,751791,59,410814,20,332634,76,1445812,24,122740,7,461186,7,63546,11,267814,27,708257,27,210582,39,1425709,36,638295,24,157870,22,101392,20,20323,73,1280890,49,485170,29,48004,71,591115,31,404217,42,-247616,73,156601,42,26451,2,1007,7,148252,27,38395,57,5492393,54,4267120,57,989579,42,209785,14,47647,13,4171,534,176452,88,37883,20,17574
7117,320,320,19073330,320,3800486,303,268466,7,9707,320,3848494,4,16910,259,13134988,65,68091,14,206282,3,38605,22,127185,5,43595,6,90006,15,463343,145,328863,17,2677,54,1082749,53,464012,320,19991467,111,237605,22,45519,210,60341,15,8390,160,115923,4,808,4,245,1,150,86,21501,180,48732,280,909474,15,265758,24,172471,31,1737013,51,846119,9,10826,4,38357,2,40927,2,6412,7,251174,7,67915,10,562665,23,241748,9,3362,9,3362,10,595,37,444421,26,166059,10,11394,37,210333,21,117714,16,-61079,37,56635,15,8885,1,274,14,357764,12,12496,25,2427599,25,1504630,26,924951,21,203365,12,37321,4,1964,246,78333,46,19912,13,26361
7120,547,547,27709689,547,4782267,501,379545,4,3566,547,4797440,12,29233,451,19807182,165,229433,4,14705,4,17680,34,194745,15,160397,3,12757,11,343750,296,468816,50,21218,132,552793,132,236723,547,29142041,182,478786,40,95454,355,104139,14,16412,332,314303,22,6409,6,7643,1,20,180,35897,332,89680,490,1352244,46,789254,25,130025,99,3489495,104,1626173,29,133397,10,157311,12,180180,8,76889,24,315630,24,77160,31,1102799,41,552199,31,69295,29,11816,27,5025,49,627172,35,247441,21,30621,48,250989,27,181431,21,-83310,48,98121,26,12876,3,344,18,172850,23,29296,58,4500589,59,3016617,62,1219710,41,244733,8,18869,3,2302,433,154319,70,29546,6,1352
7140,3652,3652,195832711,3651,34810827,3417,2750161,34,50134,3652,35401594,74,244793,3349,172717519,836,2059331,74,476472,61,766350,298,1404158,107,890520,42,323592,71,1833355,1475,1969945,164,47666,777,1599360,775,685083,3652,204552557,1322,2736415,279,491518,2705,686888,158,211844,2499,2136791,136,36561,39,24311,22,185903,1611,308879,2309,438731,3426,8055737,339,7148735,326,2248452,73,1663096,314,8029021,77,273656,47,1105233,19,195869,38,398820,79,1390544,79,450739,107,2803584,163,1953437,75,274544,62,33754,55,13607,359,3997298,308,2245526,120,201605,359,1732031,144,756108,213,-937972,357,-181864,136,201916,18,92466,41,510229,150,280742,232,17409073,231,12443018,235,4718969,183,803701,80,142980,56,32303,2807,935223,378,166636,120,432575
7150,1074,1074,64801101,1073,12851738,1029,931632,12,21631,1074,12907807,49,168226,903,51847962,212,610727,17,147813,15,249999,50,272776,20,108334,11,74325,41,1318531,599,825950,70,22163,293,747312,293,320178,1074,67279559,307,557235,95,171958,561,137663,47,98583,660,567770,27,4268,25,36253,11,7206,397,166924,572,151430,983,2455118,81,1535122,136,1251283,32,236655,165,4382665,58,394727,13,184126,18,532488,21,266792,65,369505,64,72335,79,1202845,75,1092980,62,1095226,52,448372,52,283698,171,2469900,130,1187128,67,149081,169,1128937,77,497223,94,-492469,171,4754,70,75230,10,87435,32,414772,61,135993,132,10871873,134,7342530,137,3203858,99,808480,36,100703,20,9196,747,245452,121,48573,31,86284
7155,300,300,18249038,300,3610518,284,261242,9,16542,300,3633983,11,41725,238,14323379,54,153212,2,33182,7,63634,14,56645,7,43535,8,108776,20,796688,180,373813,32,11000,94,650636,94,278798,300,18934127,71,139243,26,36337,146,34737,13,29359,175,174344,8,1828,8,1720,7,7991,116,53258,173,39059,267,675706,26,496337,40,297308,5,89560,40,503325,12,24537,5,96429,1,1482,9,46555,14,141162,14,16933,19,340884,30,364913,17,33409,14,13595,11,497,48,641741,39,336594,15,36922,49,312128,16,137947,33,-181850,49,-43903,25,102035,0,0,7,123000,13,33984,43,2459710,42,1540947,44,914640,31,140079,21,71135,7,15266,205,66602,48,21090,11,37840
7162,244,244,16101265,244,3546422,233,233230,4,3439,244,3582415,12,31972,187,10450164,45,175853,1,7509,4,35320,8,28840,6,75648,5,115340,16,572732,154,330265,24,5505,70,1831947,70,785111,244,18018481,61,152876,26,47491,101,25860,7,3848,128,120893,5,4545,6,501,10,27357,85,1211062,129,27458,204,1777558,14,254315,24,178317,8,79161,52,1815955,17,257873,1,8514,1,310,7,85433,12,360643,12,98381,22,852837,27,930250,23,199311,18,12961,16,38412,42,614092,33,318767,13,37983,42,260286,19,102087,23,-105031,42,-2944,17,134729,2,113,8,130247,16,23579,23,2262311,24,1507256,26,754247,21,153556,14,45526,4,1322,171,55902,28,12675,7,22651
7163,123,123,7337959,123,1451346,120,101209,1,1494,123,1333302,3,14291,96,5366240,24,30682,1,7086,1,6933,11,45414,6,35667,6,35578,9,290225,70,171228,9,9506,33,261943,32,112230,123,7559644,28,54951,9,3948,63,18363,9,10352,68,58225,2,212,2,432,1,104,49,15549,69,18779,109,221685,13,272447,11,128713,4,-53592,12,240157,6,5808,0,0,1,2156,0,0,5,111934,5,17829,9,334963,14,410078,5,2475,4,357,4,61,19,311103,10,66317,4,4473,19,120879,10,140357,9,-20923,19,119434,3,961,1,152,4,33900,2,6703,14,1917663,14,1576815,14,340848,12,49530,15,32345,5,3278,92,30149,19,7431,6,122448
7170,2333,2333,161921178,2333,35519235,2281,2366004,21,21541,2333,36377245,63,212482,2023,127543250,402,1664162,38,359735,34,699300,69,266129,42,290326,65,525432,94,2806842,1333,2051414,242,82374,793,4964812,791,2126202,2333,168482820,651,1477791,204,539026,1284,301649,95,132141,1439,1488063,58,18671,64,141081,80,189465,1018,357598,1220,310886,2156,6499856,259,4514780,474,4286529,29,-20201,420,13736539,167,1445165,16,512025,6,100819,26,189764,133,1326669,132,279689,200,3843330,252,4277332,168,1046173,149,286417,144,209490,434,7127756,376,3923562,175,450506,432,3298326,159,1362819,279,-1907457,438,-544638,144,383583,43,222752,64,1108485,191,424077,202,30919103,199,23765369,205,7063462,167,1721264,116,240839,62,50552,1424,449661,228,99104,70,313418
7171,1304,1304,70906631,1304,12609673,1241,1005760,5,5216,1304,12795943,50,180042,1192,63424537,246,494455,40,391981,32,285697,98,432362,36,238609,13,59909,42,1314854,609,634141,54,35837,296,354397,296,151523,1304,73407677,416,822146,101,159763,898,236451,70,89516,851,770072,28,11924,22,28340,10,8710,576,113132,736,123993,1222,2497212,117,2214958,161,976811,6,-81360,97,2251329,25,72723,12,204987,4,51659,12,118848,41,466050,41,113484,49,1012732,62,639990,36,107051,31,23340,28,1790,135,1482856,122,1027291,41,97503,134,718344,41,133181,92,-493463,133,-360282,44,27670,7,5623,7,30541,55,99920,94,6358624,98,4131703,96,2139023,76,368093,42,105433,33,10898,978,317360,122,52866,51,244297
7172,1312,1312,70111660,1312,12405333,1240,985358,11,15559,1312,12711686,28,79412,1188,60274598,269,621960,23,240055,25,164835,70,260095,31,260969,15,74482,28,741002,587,896110,63,274922,276,1669907,275,715530,1312,73469795,416,867958,104,114118,937,249835,49,68342,846,825976,34,10026,25,6978,12,482367,498,121272,732,132928,1203,3320159,79,1564656,148,1147613,39,541159,130,3352181,37,404830,11,224970,9,78425,17,1183222,49,262081,47,51128,63,592970,61,1085321,40,392066,35,166605,30,10982,125,1470525,111,968412,41,101013,129,750612,36,128481,93,-477993,129,-349512,38,20559,14,14072,20,336864,66,100078,103,6289783,103,4007333,106,1228220,81,391053,30,54723,17,9387,1013,334674,135,58568,41,99817
7173,2491,2491,130751151,2491,22712987,2336,1835785,19,26606,2491,23180730,67,218721,2253,115897424,496,1146510,56,510818,55,520436,168,760002,63,496222,46,374363,62,1661506,1119,1348319,109,27603,534,1175342,531,503428,2491,136031796,850,1773803,204,282577,1711,437537,118,118531,1630,1392769,69,21942,30,22159,13,92224,1037,212636,1457,262846,2320,5274016,204,4085965,266,1834846,7,176247,211,3418509,67,100283,17,259390,7,95836,41,125458,58,355760,56,67356,84,932769,119,1150889,71,317721,57,20295,50,37401,296,3539901,256,1913002,97,145098,300,1686530,113,712787,189,-917516,302,-204729,91,106167,26,90707,34,407297,125,239021,231,15894424,238,9887780,243,5861528,193,920299,68,121232,29,11145,1939,644065,304,134317,96,280301
7174,68,68,3578231,68,659422,62,50063,0,0,68,680788,0,0,58,2982184,18,69940,0,0,2,5019,8,50090,0,0,0,0,2,32044,32,39312,1,98,11,155006,11,66426,68,3750923,18,62126,4,6019,45,12947,3,2717,47,41823,1,5,2,28,1,287,20,3966,36,7928,61,172692,5,109750,6,16772,2,2624,7,125789,1,27,0,0,1,41736,1,729,4,46271,4,7862,5,112922,3,147271,2,6093,1,13,1,3,12,188844,11,135814,6,2555,12,82764,7,17669,5,-49958,12,-32289,5,1520,0,0,2,3188,7,31172,11,360986,10,191928,11,157197,9,21303,1,792,0,0,58,20487,6,2498,2,125
7175,81,81,4431670,81,800040,77,63815,0,0,81,824035,0,0,66,3134233,12,25668,0,0,1,6300,5,25095,2,17730,1,3418,2,40640,37,88733,11,6959,37,81251,37,34815,81,4685603,25,73685,5,25653,36,9831,2,1508,45,53989,1,654,2,2548,0,0,25,14820,40,17741,67,253933,6,76771,6,73983,9,518489,26,442644,8,16038,0,0,0,0,2,20309,7,55535,7,12763,9,125772,9,284690,6,416,6,416,5,67,12,238484,12,127722,4,6759,12,88076,5,54459,7,-38532,12,15927,8,9466,3,2404,3,51000,2,2504,13,615347,12,435479,13,151765,10,24592,2,1751,0,0,58,20622,8,3513,1,167
7176,50,50,2917928,50,541860,46,41443,0,0,50,564265,1,2055,44,2279900,9,16959,2,24372,0,0,2,11613,1,1962,0,0,0,0,27,6550,3,12034,14,9570,14,4099,50,3109932,18,31629,3,846,33,7165,4,5784,34,32181,2,311,2,81,2,9604,14,14694,28,6185,46,141795,4,87183,3,15259,3,-1484,9,410030,3,104,0,0,2,15705,0,0,3,49541,3,14360,4,50592,2,107488,3,88,3,88,3,11,5,25960,5,17892,2,161,5,16579,0,0,5,-8672,5,-8672,4,167,0,0,1,25000,5,8315,9,3269940,9,3023916,8,246024,6,42679,0,0,1,562,34,10410,3,1066,2,4383
7177,158,158,8257126,158,1481032,148,115005,0,0,158,1485926,1,2101,110,5400724,25,58302,2,24866,6,51434,13,60063,8,58661,9,54252,9,211384,82,363454,8,2146,48,281306,48,120549,158,8751462,44,107712,10,12303,91,26033,8,15438,77,70432,4,1693,7,824,3,6400,46,10045,94,17124,141,492332,7,129228,21,169287,9,386224,31,1007555,6,2906,2,71222,0,0,3,6062,6,123918,6,21324,9,254366,9,152630,7,3768,6,738,5,203,15,129568,10,76162,7,4307,14,72777,4,13840,9,-37518,13,-23678,17,57433,3,99770,8,205000,11,19328,18,1240971,18,921738,19,317430,15,36009,12,18575,1,282,127,44303,26,10256,7,18387
7178,73,73,3937667,73,719730,66,53477,0,0,73,687703,1,1696,62,3196434,14,25412,2,7066,2,47289,4,8301,2,27562,1,12294,2,92477,46,65038,6,4453,23,132767,23,56893,73,4220215,27,85106,1,14748,48,16675,3,1242,47,70347,7,1931,1,260,1,11551,24,8478,45,13846,66,282548,3,70866,5,19717,0,0,8,285656,0,0,0,0,0,0,2,13810,2,69008,2,17157,2,137126,9,83091,0,0,0,0,0,0,11,237555,7,130749,4,18741,11,119875,5,24551,6,-56361,11,-31810,4,1981,2,745,2,49058,2,9306,4,156712,4,82085,5,70032,3,7106,2,7981,2,1094,57,19829,8,3216,4,48166
7179,132,132,7881451,132,1560238,129,114176,1,740,132,1491027,3,1190,108,5480084,26,162027,3,26596,5,82208,9,71392,3,31951,5,20700,11,270797,71,138794,16,6317,51,141775,51,60701,132,8324216,35,95876,8,2295,74,18113,6,6367,65,54322,6,613,5,410,3,14926,57,57952,75,21375,115,438351,5,99938,10,102938,9,473641,30,520263,12,20983,0,0,1,12700,7,73851,9,85206,9,20035,12,204273,12,162021,12,178387,11,12770,12,64787,24,347667,15,98187,4,5964,24,172133,14,97063,10,-25680,24,71383,5,58,3,389,7,149099,4,17003,23,1030814,25,580495,26,403594,19,53451,13,21457,4,1310,91,32565,32,13661,6,18069
